,sentence,entity,score
6,　　为此次千亿市值股闪崩披上一层离奇面纱的，是近期广汽集团的新闻动态和经营数据均无法有效解释出现闪崩的原因,['广汽集团'],[-1.0]
16,　　姚永达表示，推举这几人进入工大高新董事会，对上市公司的业务发展及市值管理都将起到积极作用,['工大高新'],[1.0]
11,按照当时乐视网股价计算，预计套现近100亿,['乐视网'],[0.0]
1,　　在业内人士看来，新研股份良好的业绩反映公司的双主业战略已初见成效,['新研股份'],[1.0]
0,'　　龚璨　　A股历史上“铁公鸡”不在少数，而远超投资者预期的分红令整个市场沸腾，继周一中国神华A股涨停之后，昨日该股继续高歌猛进，收盘大涨8.33%,['中国神华'],[1.0]
8,　　查阅贵州茅台2017年1-3季度机构持股情况显示，2017年第一季度，机构类型包括：保险、基金、券商集合理财、社保基金和其他机构，合计持仓家数为441家，持仓股数为9.87亿股，占流通股比例为78.57%,['贵州茅台'],[1.0]
23,　　　　尽管如此，滨江集团表示将力争在2018年实现千亿目标,['滨江集团'],[1.0]
0,'　　 海通证券宏观团队姜超等人认为，上周央行决定建立“临时准备金动用安排”，在现金投放中占比较高的全国性商业银行在春节期间存在临时流动性缺口时，可临时使用不超过两个百分点的法定，使用期限为30天,['海通证券'],[1.0]
1,　　根据万润科技3月14日公告，公司拟以不超过2.09亿元和2.25亿元，分别收购广东中筑天佑美学灯光有限公司51.02%股权和南京朗辉光电科技有限公司51%股权,['万润科技'],[0.0]
5,　　基本面无好转 　　近日，孙宏斌的一番言论，再次将乐视网推到了风口浪尖,['乐视网'],[1.0]
22,　　不过，海翔药业尚有资产腾挪空间，其截至2017年三季末的资产负债比率为29.89%，并且预计2017年净利润同比增长53.45%至3.45亿元,['海翔药业'],[1.0]
1,　　回溯前情，今年一月份乐视引入融创作为战投时，贾跃亭不仅将乐视网持有的10.4%乐视致新注册资本卖给了融创，而且将乐视作为员工持股平台的鑫乐资产持有的15.71%乐视致新注册资本也卖给了融创,['乐视网'],[0.0]
26,　　科大讯飞资本化研发支出比例偏高,['科大讯飞'],[1.0]
4,　　第三季度，以单晶硅片和组件为主要经营产品的隆基股份，迎来产销两旺的局面,['隆基股份'],[1.0]
10,　　因此，《资产注入协议》已经于2017年12月31日自动终止，风神股份表示，“交易的法律基础已不存在，继续推进该重大资产重组客观上存在困难,['风神股份'],[-1.0]
0,长城汽车转型陷入阵痛）\n                近日，发布2017年年报，数据显示（以下数据均来自合并报表），2017年长城汽车实现营业总收入1011.7亿元，同比增长2.59%；实现营业利润58.5亿元，同比下降52.25%；归属于公司股东的扣除非经常性损益的净利润为43亿元，同比下降58.49%,['长城汽车'],[-1.0]
6,广发证券认为对经济数据和对政策环境都需要再等待——　　1、对经济数据的等待——等待“复苏证实”或者“复苏证伪”,['广发证券'],[0.0]
12,其与华锐风电的合作曾为业内典范,['华锐风电'],[1.0]
7,　　截至目前，重庆渝康资产尚未就智慧农业2亿股被质押股份采取司法查封、诉讼等法律手段，目前暂未出现公司第一大股东变更的情形,['智慧农业'],[0.0]
37,2017年年报显示，北京文化对于《封神》超级IP项目的前期开发费用及第一部的投资为2.52亿元，其中预付无锡封神影视制作有限公司、东阳长生天影视制作有限公司各1.26亿元,['北京文化'],[1.0]
2,　　3月26日午间，乐视网发布停牌核查公告,['乐视网'],[0.0]
1,计算下来，湖南昱成直接和间接持有的兰州黄河股份达24.74%,['兰州黄河'],[0]
0,　　人社部部长尹蔚民表示，投资运营是以安全性为第一位的，养老金是（603883，股吧）的养命钱，要保证投资运营的安全，需要具备多方面的条件,[603883],[1.0]
5,　　但在华锐风电看来，美国超导供应的产品在技术、质量方面均未达到合同要求，华锐风电在多次沟通无果的情况下，为保护华锐风电集团及投资人的合法权益，暂停接收不合格货物并暂停支付已收不合格货物的货款,['华锐风电'],[-1.0]
18,　　2009年8月以来，医药行业研究员王晞关于重庆啤酒至少发布了26份研报，无论重庆啤酒股价在什么价位，均给予“强烈推荐”评级,['重庆啤酒'],[1.0]
2,贵州茅台在年报中表示，拟以2017年年末总股本12.56亿股为基数，对公司全体股东每10股派发现金红利109.99元(含税)，共分配利润138.17亿元，占2017年净利润约51%,['贵州茅台'],[0.0]
8,”　　在8月1日的澄清公告中，方大炭素则回应，“设备调试工作尚未完成，预计下半年，产量为7600吨左右,['方大炭素'],[0.0]
9,值得一提的是，与4月15日业绩巨亏公告相伴而来的，还有勤上股份副总兼董秘胡绍安离职消息,['勤上股份'],[0.0]
5,　　今年7月11日晚间，易事特宣布筹划资产购买事项而停牌,['易事特'],[0.0]
7,”　　在最后的卸任演讲中，王石表示，虽然作出这个决定是在1个半月以前，但自己决定在有生之年，在还清醒的时候，离开万科，是早就决定好了的,['万科'],[-1.0]
13,　　永安行股份的业务模式，是投放有桩单车，主要依靠政府购买服务，而不是向使用者直接收取费用,['永安行'],[0.0]
22,”　　按照刘平的说法，对于日海通讯的投资者来说，上市公司的三大主营业务通讯产品、工程服务以及物联网业务都在向更好的方向发展,['日海通讯'],[1.0]
5,　　东方证券认为，全年看，如果宏观经济逐季恢复良好，3季度物价见底回升，全球经济在三季度左右出现复苏，那么央行政策可能会在本年底发生变化，如从“适度宽松”转为“稳健”,['东方证券'],[0.0]
3,不过，时过境迁，对于这次农业银行千亿定增，市场主流观点却是看好,['农业银行'],[1.0]
0,　　　在2016年“山东非法经营疫苗案件”爆发后，一些与此相关公司的业绩大幅跌落，智飞生物同样也不例外,['智飞生物'],[-1.0]
14,　　按奥飞娱乐的构想，未来将以“有妖气”的IP为核心发展影视、游戏等互娱产业，整合内外部资源形成合力,['奥飞娱乐'],[1.0]
0,2016年8月26日，兴业证券发布关于对漱玉平民终止辅导的公告,['兴业证券'],[0.0]
0,总体而言，市场传闻，优先股将展开试点，、浦发银行都将是试点公司，银行股大涨，国有大盘股也纷纷跟进，因为都有成为优先股试点的可能，当前市场情绪高昂，沪指完全吞没816乌龙指的上影线，向上姿态非常清晰，投资者可持股待涨,['浦发银行'],[1.0]
11,　　而永安行能脱颖而出，还能不断赚钱，靠的大概就是不一样的玩法,['永安行'],[0.0]
1,万科集团2017年全年实现营业收入2429.0亿元，实现净利润280.5亿元，同比增长33.4%,['万科'],[1.0]
16,不过，今年前三季度，天津港净利同比减少24.62%,['天津港'],[0.0]
6,另外，公告称，万科拟提请股东大会授予董事会在不超过350亿元的范围内一次或多次发行直接债务融资工具的一般性授权,['万科'],[0.0]
0,汽车行业分析师贾新光认为，无论是领克01还是WEY，均是吉利汽车与长城汽车在取得市场销量积累与品牌影响力后才开始走品牌高端化的路径,['长城汽车'],[1.0]
0,'　　中国证券网消息　　广发证券11日发布宏观经济研究报告，对如何理解下半年货币政策操作的动态微调进行了分析，具体如下：　　央行在《2009年第2季度中国货币政策执行报告》中提出了下半年货币政策操作思路，主要可以总结为三个要点，一是继续实行适度宽松的货币政策；二是相机进行有针对性的动态微调；三是微调主要依靠市场化手段,['广发证券'],[0.0]
0,　　曾生介绍，其与QFII合作的13年中，茅台和格力电器的累计持有时间均超过10年,['格力电器'],[1.0]
4,”但永安行是盈利的，而且每年利润都在增加,['永安行'],[1.0]
2,正因为如此，今日金马集团也发布了实行“退市风险警示”的提示性公告，称由于公司连续亏损，公司股票今日停牌一天，自2月18日起实行 “退市风险警示”的特别处理，简称变更为*ST金马,['金马集团'],[-1.0]
0,另据海康威视今晚公告，公司董事胡扬忠的一致行动人新疆威讯19日减持7892.57万股，胡扬忠19日增持4350万股，22日增持1590万股，交易价均37.48元/股,['海康威视'],[-1.0]
7,　　　　关注函还要求，獐子岛就目前公司的经营环境是否已发生重大变化、盈利能力是否具有可持续性以及未来经营活动的资金来源等，给出相关结论，提出充分的客观依据,['獐子岛'],[1.0]
0,　　猪肉板块走强，益生股份涨3.78%、涨2.47%、涨1.79%、涨1.43%、涨1.39%、涨1.34%、涨1.13%、涨1.13%,['益生股份'],[1.0]
0,　　消息面上，燕京啤酒1月15日晚间公告称，公司接到股东通知，由上海重阳投资管理股份有限公司（简称“重阳投资”）和上海重阳战略投资有限公司（简称“重阳战略”）作为基金管理人发起设立的基金、担任投资顾问的信托计划、资管计划以及重阳集团通过二级市场交易累计持有公司股票1.41亿股，占公司总股本的5%,['燕京啤酒'],[0]
9,目前来看，2017年前三季度，商业城净利润为1.15亿元，2017年全年保持盈利压力不大,['商业城'],[-1.0]
10,为了获取发展资金，力帆股份通过信用担保的方式向银行融资(仅与银行在开展部分融资业务时向其提供资产抵押担保)，从而增加了公司的资产和负债,['力帆股份'],[1.0]
10,　　而在2017年12月，长方集团宣布拟以不低于6.15亿元购买深圳市康铭盛科技实业股份有限公司(以下简称康铭盛)不低于36.65%的股份,['长方集团'],[0.0]
1,乐视网控股子公司乐视致新电子科技（天津）有限公司（以下简称“乐视致新”）因实际经营所需，形成对江苏设计谷科技有限公司（以下简称“江苏设计谷”）的应付账款28，520，645.07元,['乐视网'],[0.0]
1,分析认为，此次莎普爱思新型专利被宣布无效与此前该公司产品疗效被质疑有一定的关系，在医药领域市场监控逐渐加强的情况下，莎普爱思恐将面临被淘汰的风险,['莎普爱思'],[-1.0]
5,浦发银行在19日的回应中称，处罚金额已全额计入2017年度公司损益 ，对业务开展及持续经营无重大不利影响,['浦发银行'],[-1.0]
